name,addr,street,citystatezip,phone,type,website,lon,lat,addrtype,loctype,address,north,south,east,west
Alewerks Brewing Company,"189-B Ewell rd, Williamsburg, VA 23188-2185",189-B Ewell rd,"Williamsburg, VA 23188-2185",Phone: (757) 220-3670,Type: Micro,www.alewerks.com,-76.7333365,37.3210219,street_address,rooftop,"189b ewell rd, williamsburg, va 23188, usa",37.32237088029149,37.3196729197085,-76.7319875197085,-76.7346854802915
Alewerks L.A.B. Taproom,"5711 Richmond Rd Ste 36, Williamsburg, VA 23188",5711 Richmond Rd Ste 36,"Williamsburg, VA 23188",Phone: (757) 220-3670,Type: Taproom,NA,-76.737478,37.3203024,subpremise,rooftop,"5711 richmond rd #36, williamsburg, va 23188, usa",37.3216513802915,37.3189534197085,-76.7361290197085,-76.7388269802915
Apocalypse Ale Works,"1257 Burnbridge Rd, Forest, VA 24551-3803",1257 Burnbridge Rd,"Forest, VA 24551-3803",Phone: (434) 258-8761,Type: Micro,www.apocalypsebrewworks.com,-79.28768149999999,37.3622171,premise,rooftop,"1257 burnbridge rd, forest, va 24551, usa",37.3635667302915,37.3608687697085,-79.2863533697085,-79.2890513302915
Ardent Craft Ales,"3200 W Leigh St, Richmond, VA 23230-4410",3200 W Leigh St,"Richmond, VA 23230-4410",Phone: (804) 359-1605,Type: Micro,www.ardentcraftales.com,-77.47192299999999,37.5684295,street_address,rooftop,"3200 w leigh st, richmond, va 23230, usa",37.5697784802915,37.5670805197085,-77.47057401970848,-77.47327198029149
Aslin Beer Company,"847 S. Pickett St, Alexandria, VA 22304",847 S. Pickett St,"Alexandria, VA 22304",Phone: (202) 578-7400,Type: Regional,www.aslinbeer.com,-77.13837269999999,38.8041736,street_address,rooftop,"847 s pickett st, alexandria, va 22304, usa",38.80552258029149,38.8028246197085,-77.1370237197085,-77.1397216802915
Aslin Beer Company - Alexandria,"257 Sunset Park Dr, Herndon, VA 20170",257 Sunset Park Dr,"Herndon, VA 20170",Phone: (703) 787-5766,Type: Taproom,NA,-77.37497599999999,38.95637,street_address,rooftop,"257 sunset park dr, herndon, va 20170, usa",38.9577189802915,38.9550210197085,-77.37362701970848,-77.3763249802915
B Chord Brewing Company,"34266 Williams Gap Rd, Round Hill, VA 20141-2100",34266 Williams Gap Rd,"Round Hill, VA 20141-2100",Phone: (703) 623-4542,Type: Taproom,www.bchordbrewing.com,-77.8247339,39.1205983,premise,rooftop,"34266 williams gap rd, round hill, va 20141, usa",39.1219539802915,39.1192560197085,-77.8233829197085,-77.82608088029151
Back Bay Brewing Company,"614 Norfolk Ave, Virginia Beach, VA 23451-4419",614 Norfolk Ave,"Virginia Beach, VA 23451-4419",Phone: (757) 531-7750,Type: Micro,www.backbaybrewingco.com,-75.9808843,36.8374244,premise,rooftop,"614 norfolk ave, virginia beach, va 23451, usa",36.8387978302915,36.8360998697085,-75.97961171970849,-75.98230968029151
Back Bay's Farmhouse Brewing Co,"1805 Kempsville Rd, Virginia Beach, VA 23464",1805 Kempsville Rd,"Virginia Beach, VA 23464",Phone: (757) 512-6430,Type: Micro,www.farmhousebrewingva.com,-76.190849,36.7828187,premise,rooftop,"1805 kempsville rd, virginia beach, va 23464, usa",36.7841621802915,36.781464219708504,-76.1894752197085,-76.1921731802915
Bacova Beer Company,"2814 Main St, Hot Springs, VA 24445",2814 Main St,"Hot Springs, VA 24445",Phone: (540) 505-4411,Type: Brewpub,www.bacovabeer.com,-79.83225030000001,37.999783,street_address,rooftop,"2814 main st, hot springs, va 24445, usa",38.0011319802915,37.9984340197085,-79.83090131970852,-79.83359928029152
BadWolf Brewing Company,"9776 Center St, Manassas, VA 20110-4128",9776 Center St,"Manassas, VA 20110-4128",Phone: (571) 208-1064,Type: Taproom,www.badwolfbrewingcompany.com,-77.49016600000002,38.754174,street_address,rooftop,"historic district, 9776 center st, manassas, va 20110, usa",38.7555229802915,38.7528250197085,-77.48881701970852,-77.49151498029153
Bald Top Brewing Company,"1830 Thrift Rd, Madison, VA 22727-2843",1830 Thrift Rd,"Madison, VA 22727-2843",Phone: (540) 717-6530,Type: Brewpub,www.baldtopbrewing.com,-78.2768234,38.3813883,premise,rooftop,"1830 thrift rd, madison, va 22727, usa",38.3827349302915,38.38003696970851,-78.2754641697085,-78.2781621302915
Ballad Brewing,"600 Craghead St, Danville, VA 24541-1504",600 Craghead St,"Danville, VA 24541-1504",Phone: (804) 925-0109,Type: Taproom,www.balladbrewing.com,-79.3866348,36.5844518,premise,rooftop,"600 craghead st, danville, va 24541, usa",36.5857978802915,36.5830999197085,-79.38533866970849,-79.3880366302915
Barking Rose Brewing Co + Farm,"9057 Old Culpeper Road, Warrenton, VA 20186",9057 Old Culpeper Road,"Warrenton, VA 20186",Phone: (703) 372-2979,Type: Taproom,www.barkingrose.com,-77.7999257,38.6629884,street_address,rooftop,"9057 old culpeper rd, warrenton, va 20186, usa",38.6643373802915,38.6616394197085,-77.79857671970849,-77.80127468029151
Barley Naked Brewing Company,"15 Tech Pkwy, Stafford, VA 22554",15 Tech Pkwy,"Stafford, VA 22554",Phone: (540) 623-4475,Type: Taproom,www.barleynaked.com,-77.47423049999999,38.4800445,premise,rooftop,"15 tech pkwy, stafford, va 22556, usa",38.4813637302915,38.4786657697085,-77.4728156697085,-77.4755136302915
Barnhouse Brewery,"43271 Spinks Ferry Rd, Leesburg, VA 20176-5629",43271 Spinks Ferry Rd,"Leesburg, VA 20176-5629",Phone: (703) 675-8480,Type: Taproom,www.barnhousebrewery.com,-77.4982929,39.2042663,premise,rooftop,"43271 spinks ferry rd, leesburg, va 20176, usa",39.2055915302915,39.2028935697085,-77.49693786970847,-77.4996358302915
Barrel Chest Wine & Beer,"4035 Electric Rd B, Roanoke, VA 24018",4035 Electric Rd B,"Roanoke, VA 24018",Phone: (540) 206-3475,Type: Taproom,www.barrelchestwineandbeer.com,-79.98286800000001,37.2235279,establishment,rooftop,"4035 electric rd suite a, roanoke, va 24018, usa",37.2248768802915,37.2221789197085,-79.98151901970851,-79.98421698029152
Barrel Oak Farm Taphouse,"3623 Grove Ln, Delaplane, VA 20144-2226",3623 Grove Ln,"Delaplane, VA 20144-2226",Phone: (540) 364-6402,Type: Taproom,www.barreloak.com,-77.905115,38.8867632,street_address,rooftop,"3623 grove ln, delaplane, va 20144, usa",38.8881121802915,38.8854142197085,-77.9037660197085,-77.9064639802915
Basic City Beer Co.,"212 W 6th St, Richmond, VA 23224",212 W 6th St,"Richmond, VA 23224",NA,Type: Micro,NA,-77.4419808,37.525928,street_address,rooftop,"212 w 6th st, richmond, va 23224, usa",37.5272769802915,37.5245790197085,-77.44063181970849,-77.44332978029149
Beale's,"510 Grove St, Bedford, VA 24523",510 Grove St,"Bedford, VA 24523",NA,Type: Brewpub,www.bealesbeer.com,-79.5186276,37.3358019,premise,rooftop,"510 grove st, bedford, va 24523, usa",37.33705898029149,37.3343610197085,-79.5172385697085,-79.5199365302915
Beer Hound Brewery,"201 Waters Pl, Culpeper, VA 22701-3102",201 Waters Pl,"Culpeper, VA 22701-3102",Phone: (540) 317-5327,Type: Taproom,NA,-77.9943893,38.4719318,street_address,rooftop,"201 waters pl, culpeper, va 22701, usa",38.4732807802915,38.4705828197085,-77.99304031970848,-77.99573828029149
Beliveau Farm Brewery,"5415 Gallion Ridge Rd, Blacksburg, VA 24060",5415 Gallion Ridge Rd,"Blacksburg, VA 24060",Phone: (540) 961-0505,Type: Taproom,https://www.beliveauestate.com/,-80.26892629999999,37.3160922,street_address,rooftop,"5415 gallion ridge rd, blacksburg, va 24060, usa",37.3174411802915,37.3147432197085,-80.26757731970848,-80.2702752802915
Belly Love Brewing Company,"725 E Main St, Purcellville, VA 20132-3178",725 E Main St,"Purcellville, VA 20132-3178",Phone: (540) 441-3159,Type: Taproom,www.bellylovebrewing.com,-77.7038151,39.1377446,street_address,rooftop,"725 e main st, purcellville, va 20132, usa",39.1390935802915,39.1363956197085,-77.70246611970849,-77.7051640802915
Beltway Brewing Company,"22620 Davis Dr Ste 110, Sterling, VA 20164-4470",22620 Davis Dr Ste 110,"Sterling, VA 20164-4470",Phone: (571) 989-2739,Type: Micro,www.beltwaybrewco.com,-77.4172133,38.9922586,subpremise,rooftop,"22620 davis dr #110, sterling, va 20164, usa",38.9936090802915,38.9909111197085,-77.41573011970848,-77.4184280802915
Benchtop Brewing Company,"1129 Boissevain Ave, Norfolk, VA 23507-1401",1129 Boissevain Ave,"Norfolk, VA 23507-1401",Phone: (757) 321-9482,Type: Taproom,www.benchtopbrewing.com,-76.3078366,36.8648625,street_address,rooftop,"1129 boissevain ave, norfolk, va 23507, usa",36.8662114802915,36.8635135197085,-76.3064876197085,-76.30918558029151
Big Lick Brewing Company,"409 Salem Ave SW, Roanoke, VA 24016",409 Salem Ave SW,"Roanoke, VA 24016",Phone: (540) 562-8383,Type: Taproom,www.biglickbrewingco.com,-79.94898119999999,37.2724963,street_address,rooftop,"409 salem ave sw, roanoke, va 24016, usa",37.2738452802915,37.2711473197085,-79.94763221970848,-79.95033018029149
Big Ugly Brewing,"845 S Battlefield Blvd, Chesapeake, VA 23322",845 S Battlefield Blvd,"Chesapeake, VA 23322",Phone: (757) 609-2739,Type: Taproom,www.biguglybrewing.com,-76.2320246,36.695195,premise,rooftop,"845 s battlefield blvd, chesapeake, va 23322, usa",36.6965709802915,36.69387301970851,-76.23065966970849,-76.2333576302915
Bike Lane Brewing & Cafe,"11150 Sunset Hills, Reston, VA 20190",11150 Sunset Hills,"Reston, VA 20190",Phone: (703) 689-2671,Type: Taproom,www.thebikelane.com,-77.3304234,38.9481264,premise,rooftop,"11150 sunset hills rd, reston, va 20190, usa",38.9494911802915,38.9467932197085,-77.3290625697085,-77.3317605302915
Billsburg Brewery,"2054 Jamestown Rd, Williamsburg, VA 23185-7911",2054 Jamestown Rd,"Williamsburg, VA 23185-7911",NA,Type: Taproom,www.billsburg.com,-76.77925379999999,37.22682229999999,premise,rooftop,"2054 jamestown rd, williamsburg, va 23185, usa",37.2282083302915,37.2255103697085,-76.7778818197085,-76.7805797802915
Bingo Beer Company,"2900 West Broad Street, Richmond, VA 23230",2900 West Broad Street,"Richmond, VA 23230",Phone: (804) 397-5226,Type: Brewpub,NA,-77.4716025,37.5637961,premise,rooftop,"2900 w broad st, richmond, va 23230, usa",37.56512343029149,37.56242546970849,-77.4702573197085,-77.4729552802915
Black Hoof Brewing,"11 S King St, Leesburg, VA 20175-2903",11 S King St,"Leesburg, VA 20175-2903",Phone: (571) 707-8014,Type: Brewpub,www.blackhoofbrewing.com,-77.56489189999999,39.1150303,premise,rooftop,"11 s king st, leesburg, va 20175, usa",39.1163944302915,39.1136964697085,-77.5635957197085,-77.56629368029151
Black Narrows Brewing Company,"4522 Chicken City Rd, Chincoteague, VA 23336-2303",4522 Chicken City Rd,"Chincoteague, VA 23336-2303",Phone: (571) 606-4131,Type: Taproom,www.blacknarrowsbrewing.com,-75.3618853,37.9311599,street_address,rooftop,"4522 chicken city rd, chincoteague, va 23336, usa",37.93250888029149,37.9298109197085,-75.36053631970849,-75.36323428029151
Black Walnut Brewery,"210 S King St, Leesburg, VA 20175-3010",210 S King St,"Leesburg, VA 20175-3010",Phone: (703) 771-9474,Type: Brewpub,NA,-77.5655285,39.1128858,street_address,rooftop,"210 s king st, leesburg, va 20175, usa",39.1142347802915,39.1115368197085,-77.56417951970849,-77.56687748029151
Blue Mountain Barrel House and Organic Brewery,"495 Cooperative Way, Arrington, VA 22922-3305",495 Cooperative Way,"Arrington, VA 22922-3305",Phone: (434) 263-4002,Type: Micro,www.bluemountainbarrel.com,-78.9437178,37.7102873,premise,rooftop,"495 cooperative way, arrington, va 22922, usa",37.7115984802915,37.7089005197085,-78.94241166970849,-78.9451096302915
Board Room Brewing Company,"925 N Garfield St, Arlington, VA 22201",925 N Garfield St,"Arlington, VA 22201",Phone: (703) 248-9439,Type: Brewpub,www.boardroombrewingcompany.com,-77.0933125,38.8838564,street_address,rooftop,"925 n garfield st, arlington, va 22201, usa",38.8852053802915,38.8825074197085,-77.09196351970849,-77.0946614802915
Box Office Brewery,"177 E King St, Strasburg, VA 22657-2238",177 E King St,"Strasburg, VA 22657-2238",Phone: (540) 233-3353,Type: Brewpub,Info@boxofficebrewery.com,-78.3604805,38.9890034,street_address,rooftop,"177 e king st, strasburg, va 22657, usa",38.9903523802915,38.98765441970851,-78.35913151970848,-78.36182948029149
Brass Cannon Brewing,"5476 Mooretown Rd, Williamsburg, VA 23188-2108",5476 Mooretown Rd,"Williamsburg, VA 23188-2108",Phone: 757-566-0001,Type: Taproom,www.brasscannonbrewing.com,-76.7306062,37.3161517,street_address,rooftop,"5476 mooretown rd, williamsburg, va 23188, usa",37.3175006802915,37.3148027197085,-76.72925721970849,-76.73195518029151
Brasserie Saison,"111 E Main St, Charlottesville, VA 22902",111 E Main St,"Charlottesville, VA 22902",Phone: (434) 202-7027,Type: Brewpub,NA,-78.48107999999999,38.030905,street_address,rooftop,"111 e main st, charlottesville, va 22902, usa",38.0322539802915,38.0295560197085,-78.47973101970848,-78.48242898029149
Brewing Tree Beer Company,"9278 Rockfish Valley Hwy, Afton, VA 22920",9278 Rockfish Valley Hwy,"Afton, VA 22920",Phone: (540) 381-0990,Type: Brewpub,NA,-78.8334276,37.9671904,street_address,rooftop,"9278 rockfish valley hwy, afton, va 22920, usa",37.9685393802915,37.9658414197085,-78.8320786197085,-78.8347765802915
Bristol Station Brews & Taproom,"41 Piedmont Ave, Bristol, VA 24201-4160",41 Piedmont Ave,"Bristol, VA 24201-4160",Phone: (276) 608-1220,Type: Taproom,www.bristolbrew.com,-82.18423659999999,36.5962781,premise,rooftop,"41 piedmont ave, bristol, va 24201, usa",36.59764353029151,36.59494556970851,-82.18285351970849,-82.1855514802915
Broken Window Brewing Company LLC.,"14 W Boscawen St, Winchester, VA 22601",14 W Boscawen St,"Winchester, VA 22601",Phone: (703) 999-7090,Type: Taproom,NA,-78.16617939999999,39.1842536,street_address,rooftop,"14 w boscawen st, winchester, va 22601, usa",39.18560258029149,39.18290461970849,-78.1648304197085,-78.1675283802915
Brothers Craft Brewing,"800 N Main St, Harrisonburg, VA 22802-4625",800 N Main St,"Harrisonburg, VA 22802-4625",Phone: (540) 421-6599,Type: Micro,www.brotherscraftbrewing.com,-78.8612832,38.457449,street_address,rooftop,"800 n main st, harrisonburg, va 22802, usa",38.45879798029149,38.45610001970849,-78.85993421970849,-78.8626321802915
Buffalo Mountain Brewery,"332 Webbs Mill Rd N, Floyd, VA 24091",332 Webbs Mill Rd N,"Floyd, VA 24091",Phone: (540) 745-2491,Type: Brewpub,www.buffalomountainbrewery.com,-80.32553209999999,36.9212216,premise,rooftop,"332 webbs mill rd n, floyd, va 24091, usa",36.92258563029149,36.91988766970849,-80.3241949697085,-80.3268929302915
"Buggs Island Brewing Company, LLC","110 College Street, Clarksville, VA 23927",110 College Street,"Clarksville, VA 23927",Phone: (434) 265-3343,Type: Brewpub,www.buggsislandbrewing.com,-78.5663957,36.618725,premise,rooftop,"110 college st, clarksville, va 23927, usa",36.6200505302915,36.61735256970851,-78.56504026970849,-78.5677382302915
Bull & Bones Brewhaus & Grill,"1470 S Main St Ste 120, Blacksburg, VA 24060-5571",1470 S Main St Ste 120,"Blacksburg, VA 24060-5571",Phone: (540) 953-2855,Type: Brewpub,www.bullandbones.com,-80.40253109999999,37.2133897,subpremise,rooftop,"1470 s main st #120, blacksburg, va 24060, usa",37.2147386802915,37.2120407197085,-80.40118211970848,-80.4038800802915
Bull & Bones Brewhaus & Grill - Christiansburg,"420 Peppers Ferry Rd NW, Christiansburg, VA 24073",420 Peppers Ferry Rd NW,"Christiansburg, VA 24073",Phone: (540) 953-2855,Type: Brewpub,NA,-80.4320001,37.1616381,subpremise,rooftop,"420 peppers ferry rd nw, christiansburg, va 24073, usa",37.1630567802915,37.1603588197085,-80.43061701970849,-80.4333149802915
COVA Brewing Company,"9529 Shore Drive, Norfolk, VA 23518",9529 Shore Drive,"Norfolk, VA 23518",Phone: (757) 651-4170,Type: Brewpub,www.covabrewco.com,-76.1915284,36.926941,premise,rooftop,"9529 shore dr, norfolk, va 23518, usa",36.92826353029149,36.9255655697085,-76.1901650197085,-76.19286298029151
Caboose Brewing Co.,"520 Mill St NE, Vienna, VA 22180-4526",520 Mill St NE,"Vienna, VA 22180-4526",Phone: (703) 865-8580,Type: Brewpub,caboosebrewing.com,-77.2705793,38.9077323,street_address,rooftop,"520 mill st ne, vienna, va 22180, usa",38.9090812802915,38.9063833197085,-77.26923031970848,-77.2719282802915
Caboose Commons,"2918 Eskridge Rd, Fairfax, VA 22031",2918 Eskridge Rd,"Fairfax, VA 22031",Phone: (703) 663-8833,Type: Brewpub,NA,-77.2320281,38.8729512,premise,rooftop,"2918 eskridge rd, fairfax, va 22031, usa",38.8743237802915,38.8716258197085,-77.2306377697085,-77.23333573029151
Camp Trapezium,"140 Union Hill Rd, Amherst, VA 24521",140 Union Hill Rd,"Amherst, VA 24521",Phone: (804) 677-5728,Type: Taproom,NA,-79.0484608,37.5765846,premise,rooftop,"140 union hill rd, amherst, va 24521, usa",37.5779162802915,37.5752183197085,-79.04714536970849,-79.04984333029151
Cape Charles Brewing Company,"2198 Stone Rd, Cape Charles, VA 23310-2706",2198 Stone Rd,"Cape Charles, VA 23310-2706",Phone: (757) 449-4839,Type: Brewpub,www.capecharlesbrewing.com,-76.0012283,37.2688484,street_address,rooftop,"2198 stone rd, cape charles, va 23310, usa",37.27019738029149,37.26749941970849,-75.99987931970848,-76.0025772802915
Capstan Bar Brewing Company,"2036 Exploration Way, Hampton, VA 23666-6260",2036 Exploration Way,"Hampton, VA 23666-6260",Phone: (757) 788-7276,Type: Taproom,www.capstanbarbrewing.com,-76.4028987,37.08408319999999,street_address,rooftop,"2036 exploration way, hampton, va 23666, usa",37.0854321802915,37.0827342197085,-76.4015497197085,-76.4042476802915
Castleburg Brewery,"1626 Ownby Ln, Richmond, VA 23220-1317",1626 Ownby Ln,"Richmond, VA 23220-1317",Phone: (804) 353-1256,Type: Taproom,www.castleburgbrewery.com,-77.45925849999999,37.564007,street_address,rooftop,"1626 ownby ln, richmond, va 23220, usa",37.56535598029149,37.5626580197085,-77.45790951970848,-77.46060748029149
Cave Hill Farms Brewery,"1001 Jacob Burner Dr, Mc Gaheysville, VA 22840",1001 Jacob Burner Dr,"Mc Gaheysville, VA 22840",Phone: (540) 246-1185,Type: Taproom,www.cavehillfarmsbrewery.com,-78.7217137,38.3668805,premise,rooftop,"1001 jacob burner dr, mcgaheysville, va 22840, usa",38.3682418802915,38.3655439197085,-78.72040086970851,-78.72309883029152
Cedar Run Brewery,"12801 Hazelwood Dr, Nokesville, VA 20181-2506",12801 Hazelwood Dr,"Nokesville, VA 20181-2506",Phone: (703) 203-2641,Type: Taproom,www.cedarrunbrewery.com,-77.5769196,38.6451825,premise,rooftop,"12801 hazelwood dr, nokesville, va 20181, usa",38.64654118029149,38.64384321970849,-77.5755710197085,-77.57826898029151
Center of the Universe Brewing Co,"11293 Air Park Rd, Ashland, VA 23005-3436",11293 Air Park Rd,"Ashland, VA 23005-3436",Phone: (804) 368-0299,Type: Micro,www.cotubrewing.com,-77.4469805,37.70855,premise,rooftop,"11293 air park rd, ashland, va 23005, usa",37.70991223029149,37.70721426970849,-77.4455961197085,-77.4482940802915
Champion Brewing Company,"610 Cami Ln, Charlottesville, VA 22902-5974",610 Cami Ln,"Charlottesville, VA 22902-5974",Phone: (434) 295-2739,Type: Micro,www.championbrewingcompany.com,-78.47667810000002,38.0293059,locality,approximate,"charlottesville, va, usa",38.070591,38.0095839,-78.446311,-78.52363679999999
Champion Brewing Company - Missile Factory,"610 Cami Ln, Charlottesville, VA 22902",610 Cami Ln,"Charlottesville, VA 22902",Phone: (434) 295-2739,Type: Micro,NA,-78.47667810000002,38.0293059,locality,approximate,"charlottesville, va, usa",38.070591,38.0095839,-78.446311,-78.52363679999999
Chubby Squirrel Brewing Company,"10382 Willard Way, Fairfax, VA 22030-2508",10382 Willard Way,"Fairfax, VA 22030-2508",Phone: (540) 558-8040,Type: Brewpub,www.chubbysquirrelbrewing.com,-77.303263,38.8487816,subpremise,rooftop,"10382 willard way, fairfax, va 22030, usa",38.8501332302915,38.8474352697085,-77.30192486970849,-77.3046228302915
Coastal Fermentory,"206 23rd St, Newport News, VA 23607",206 23rd St,"Newport News, VA 23607",Phone: (757) 576-2957,Type: Taproom,www.coastalfermentory.com,-76.4292139,36.9763822,premise,rooftop,"206 23rd st, newport news, va 23607, usa",36.9776996302915,36.9750016697085,-76.42782181970848,-76.43051978029149
Commonwealth Brewing Co.,"2444 Pleasure House Rd, Virginia Beach, VA 23455-1348",2444 Pleasure House Rd,"Virginia Beach, VA 23455-1348",Phone: (757) 305-9652,Type: Taproom,www.commonwealthbrewco.com,-76.1318594,36.9134889,premise,rooftop,"2444 pleasure house rd, virginia beach, va 23455, usa",36.9148968302915,36.9121988697085,-76.13048456970849,-76.1331825302915
Cooling Pond Brewery,"4411 Zachary Taylor Hwy, Mineral, VA 23117",4411 Zachary Taylor Hwy,"Mineral, VA 23117",Phone: (540) 905-5430,Type: Taproom,NA,-77.8823701,38.071688,street_address,rooftop,"4411 zachary taylor hwy, mineral, va 23117, usa",38.0730369802915,38.0703390197085,-77.8810211197085,-77.88371908029151
Crazy Rooster Brewing Company,"1560 Oakbridge Dr, Powhatan, VA 23139",1560 Oakbridge Dr,"Powhatan, VA 23139",Phone: (804) 464-2958,Type: Taproom,www.crazyroosterbrewing.com,-77.7447986,37.5050782,street_address,range_interpolated,"1560 oakbridge dr, powhatan, va 23139, usa",37.5064271802915,37.5037292197085,-77.7434496197085,-77.7461475802915
Creek Bottom Brewing,"307 N Meadow St, Galax, VA 24333-3019",307 N Meadow St,"Galax, VA 24333-3019",Phone: (276) 236-2337,Type: Brewpub,www.creekbottombrewing.com,-80.9203105,36.6663894,street_address,range_interpolated,"307 n meadow st, galax, va 24333, usa",36.6677383802915,36.6650404197085,-80.91896151970849,-80.92165948029151
Creek Bottom Brewing - Big Bottom,"103 Country Club Ln, Galax, VA 24333",103 Country Club Ln,"Galax, VA 24333",Phone: (276) 236-2337,Type: Brewpub,NA,-80.9063855,36.6801222,premise,rooftop,"103 country club ln, galax, va 24333, usa",36.6814506302915,36.6787526697085,-80.90504251970849,-80.90774048029151
Damascus Brewery,"32173 Government Rd, Damascus, VA 24236",32173 Government Rd,"Damascus, VA 24236",Phone: (276) 469-1069,Type: Taproom,www.thedamascusbrewery.com,-81.8020672,36.6402676,premise,rooftop,"32173 government rd, damascus, va 24236, usa",36.64161663029149,36.6389186697085,-81.8006876197085,-81.8033855802915
Dancing Kilt Brewery,"12912 Old Stage Rd, Chester, VA 23836",12912 Old Stage Rd,"Chester, VA 23836",Phone: (804) 318-1381,Type: Taproom,www.dancingkiltbrewery.com,-77.39753720000002,37.3512496,street_address,rooftop,"12912 old stage rd, chester, va 23836, usa",37.35259858029149,37.34990061970849,-77.39618821970852,-77.39888618029153
Deadline Brewing Project,"2272 W Great Neck Rd #2268, Virginia Beach, VA 23451",2272 W Great Neck Rd #2268,"Virginia Beach, VA 23451",Phone: (757) 502-4980,Type: Taproom,NA,-76.0703599306823,36.91152497755818,NA,NA,NA,NA,NA,NA,NA
Death Ridge Brewery,"5393 Higher Ground Trail, Jeffersonton, VA 22724",5393 Higher Ground Trail,"Jeffersonton, VA 22724",Phone: (540) 937-8943,Type: Taproom,www.deathridgebrewery.com,-77.92586039999999,38.6286158,establishment,rooftop,"5393 higher ground trail, jeffersonton, va 22724, usa",38.62996478029149,38.6272668197085,-77.9245114197085,-77.9272093802915
Decipher Brewing Co.,"1740 Broadway St., Charlottesville, VA 22902",1740 Broadway St.,"Charlottesville, VA 22902",Phone: (720) 903-0655,Type: Taproom,www.facebook.com/decipherbrewing/,-78.46005099999999,38.022015,street_address,rooftop,"1740 broadway st, charlottesville, va 22902, usa",38.0233639802915,38.0206660197085,-78.45870201970848,-78.46139998029149
